date,q2_plan_cost,q2_emergency_cost,q2_total_cost,q3_s0_total_cost,q3_s1_total_cost,actual_net_energy_kwh,saving_vs_q3_s0_yuan,saving_vs_q2_yuan,season,extreme_net_demand_day
2025-07-21,51625.287499067024,7.526580799999392,51632.81407986702,53272.590574723145,53676.69087072211,73989.74935,-404.1002959989637,-2043.8767908550872,夏季,False
2025-07-22,49231.9830065189,3852.4878264425593,53084.47083296146,50980.42468463883,53542.24280188373,73795.14461666666,-2561.818117244904,-457.7719689222722,夏季,False
2025-07-23,55675.68133521349,89.21786083333404,55764.89919604683,57485.23362378075,55148.29579109634,74216.54711666665,2336.937832684409,616.6034049504888,夏季,False
2025-07-24,55531.02292034071,0.0,55531.02292034071,56880.136449933045,54975.4361195288,73616.47200000001,1904.7003304042446,555.5868008119069,夏季,False
2025-07-25,29911.314944506743,0.0,29911.314944506743,25717.50166086004,25431.86462743174,26505.319566666665,285.63703342830195,4479.450317075003,夏季,False
2025-07-26,28583.14881477113,1.2616396816156342e-13,28583.14881477113,24936.877638261056,25362.83702450477,28469.091566666662,-425.9593862437141,3220.3117902663616,夏季,False
2025-07-27,48148.44640470274,10776.564658433734,58925.01106313648,60779.68803033666,53872.9907333726,73685.1898,6906.697296964063,5052.02032976388,夏季,False
2025-07-28,52438.62732640077,2407.0543500024387,54845.681676403205,53545.20537400948,55082.8278708185,77954.87723333333,-1537.6224968090246,-237.14619441529794,夏季,False
2025-07-29,50297.2716444647,9157.137159028613,59454.40880349332,53233.54302183544,55603.69836939994,76069.24595,-2370.155347564505,3850.71043409338,夏季,False
2025-07-30,45981.44292310909,38297.30436659946,84278.74728970855,78259.8608415042,55221.46996986448,74103.25404999999,23038.390871639713,29057.27731984407,夏季,False
2025-07-31,49036.9141056229,11899.799683869052,60936.71378949195,62978.131604978975,53769.4157279412,74694.99626666665,9208.715877037772,7167.298061550748,夏季,False
2025-08-01,29999.59499187348,0.0,29999.59499187348,25526.484794112017,25091.389130805568,21251.359666666664,435.09566330644884,4908.205861067912,夏季,False
2025-08-02,26471.20159187969,1.2616396816156342e-13,26471.20159187969,25873.57280362841,25393.97929931329,20927.02493333333,479.5935043151185,1077.2222925663991,夏季,False
2025-08-03,43411.87362556019,1916.6417100298847,45328.51533559008,44619.21592671802,45081.17484061461,62839.47998333334,-461.95891389658937,247.34049497546948,夏季,False
2025-08-04,48151.8937249336,0.0,48151.8937249336,47467.89550383559,48470.79828767536,65415.65508333333,-1002.9027838397669,-318.9045627417581,夏季,False
2025-08-05,46565.78324968541,6.25902885076357e-13,46565.78324968541,46109.33220902765,47500.14005895738,65152.30973333333,-1390.8078499297335,-934.3568092719725,夏季,False
2025-08-06,51840.42292558175,4.59287718967971e-13,51840.42292558175,51216.62538963175,50465.95584439498,68114.39926666666,750.6695452367712,1374.467081186769,夏季,False
2025-08-07,50879.30545897153,23.176033691666262,50902.4814926632,50470.97878480834,49765.261686159225,63387.98525,705.7170986491183,1137.2198065039775,夏季,False
2025-08-08,24551.171829789277,0.0,24551.171829789277,24631.585530557488,24560.531939918143,15775.17125,71.0535906393452,-9.360110128865927,夏季,False
2025-08-09,22591.824205736204,0.0,22591.824205736204,24650.175648040648,24420.72896560229,18921.929,229.44668243835622,-1828.9047598660873,夏季,False
2025-08-10,48220.65943366826,482.6061469583317,48703.26558062659,48050.93818346533,47586.69750024267,65304.61905,464.2406832226625,1116.5680803839205,夏季,False
2025-08-11,45940.85626667566,641.9654308778439,46582.8216975535,48872.8203613816,47981.51789362876,64561.25333333333,891.3024677528374,-1398.6961960752596,夏季,False
2025-08-12,48511.03165988575,550.7503650537809,49061.78202493953,49831.663590207245,50239.131319343775,67760.54365,-407.46772913652967,-1177.3492944042446,夏季,False
2025-08-13,43530.24427603441,12361.868666626471,55892.11294266088,46595.75296413918,47609.15288784183,66120.97945,-1013.399923702651,8282.96005481905,夏季,False
2025-08-14,45574.00641101773,34.609417500000326,45608.61582851774,46883.30684298441,48990.52830178005,65926.29098333334,-2107.221458795633,-3381.9124732623095,夏季,False
2025-08-15,23294.47798915776,1384.43232349754,24678.91031265529,25369.54716499389,24545.256658736253,17159.72688333333,824.2905062576392,133.65365391903833,夏季,False
2025-08-16,24368.037070785005,1754.1866428439605,26122.22371362897,27295.180613447905,24926.15833568045,16929.280366666666,2369.0222777674535,1196.0653779485183,夏季,False
2025-08-17,46779.3478287193,672.0018453440185,47451.34967406332,48331.50713499733,48426.13841407628,63165.39361666667,-94.6312790789525,-974.7887400129621,夏季,False
2025-08-18,46190.54085307149,405.45077854166806,46595.99163161316,47667.14246929879,47308.33179954734,64394.11561666666,358.8106697514522,-712.3401679341841,夏季,False
2025-08-19,45138.731512602295,524.2758748708349,45663.00738747313,47477.78165837613,47686.30253760521,64317.66005,-208.52087922907958,-2023.2951501320786,夏季,False
2025-08-20,49431.127611890304,199.66936398012103,49630.79697587043,50768.37278269434,51054.32385433325,70650.69106666667,-285.951071638905,-1423.5268784628206,夏季,False
2025-08-21,47146.451348881776,7.728062634271282e-13,47146.451348881776,48367.08431068983,47635.719776992,65844.41848333333,731.3645336978298,-489.2684281102265,夏季,False
2025-08-22,22871.975138368216,3486.9374253001133,26358.91256366833,26283.877810934897,24412.81925782493,21230.5694,1871.0585531099678,1946.093305843402,夏季,False
2025-08-23,22551.277019960027,5437.584256251988,27988.861276212017,25703.80928886741,24983.802731692813,22530.00615,720.0065571745981,3005.0585445192046,夏季,False
2025-08-24,45435.35611917787,0.0,45435.35611917787,46764.88918498276,47096.78794169759,63733.58948333333,-331.8987567148288,-1661.4318225197203,夏季,False
2025-08-25,58181.57619911528,6.991776047016175e-13,58181.57619911528,59906.26106438489,55101.2664877355,70773.08701666666,4804.994576649391,3080.309711379785,夏季,False
2025-08-26,45481.74685933083,897.3015586695146,46379.04841800034,47314.06312493669,48094.04074209255,65528.81838333333,-779.9776171558551,-1714.9923240922071,夏季,False
2025-08-27,45249.372811612346,11744.479486371616,56993.85229798396,51837.08096764968,51034.630066268524,67914.14886666666,802.4509013811548,5959.222231715437,夏季,False
2025-08-28,44364.081571171,30527.832155425796,74891.9137265968,65077.63379915964,51792.784360562335,70767.79498333333,13284.849438597303,23099.129366034467,夏季,False
2025-08-29,24827.089909545048,4.176996526439325e-13,24827.089909545048,26421.22631680392,25687.32725843816,22555.220350000003,733.8990583657614,-860.2373488931116,夏季,False
2025-08-30,23793.00358570229,284.9051588334895,24077.908744535776,25628.812120375856,24881.5384496844,18512.71983333333,747.2736706914548,-803.6297051486254,夏季,False
2025-08-31,46016.34843775262,4681.36360998229,50697.71204773491,46902.86727178162,47742.67507187608,66646.62308333332,-839.8078000944588,2955.0369758588276,夏季,False
2025-09-01,51512.08495529876,2.36866526392987e-13,51512.08495529876,51614.79195816444,49236.5791503936,53574.13453333333,2378.2128077708403,2275.5058049051586,秋季,False
2025-09-02,41842.35753224746,4.260698460711865e-13,41842.35753224746,43676.88763624683,45121.36741936304,54057.75585,-1444.479783116214,-3279.009887115586,秋季,False
2025-09-03,43000.92250912579,0.0,43000.92250912579,44510.87213499525,43556.10193137956,55547.71725,954.7702036156843,-555.1794222537719,秋季,False
2025-09-04,40868.39008248677,58.84340114583389,40927.233483632604,41696.4823299655,40820.39277293302,53925.56554999999,876.0895570324865,106.84071069958736,秋季,False
2025-09-05,24033.379180228647,3.853273256027024e-13,24033.379180228647,25814.178850068645,24556.30003530556,6824.261666666666,1257.878814763084,-522.9208550769144,秋季,False
2025-09-06,20262.62404841696,1.0182077403442234e-12,20262.62404841696,23455.81773346417,21916.130089124657,7721.083699999998,1539.6876443395122,-1653.5060407076962,秋季,False
2025-09-07,35219.065977074184,1538.2133015838112,36757.279278658,38554.97680987506,38977.51861452852,54960.98361666666,-422.54180465346144,-2220.239335870516,秋季,False
2025-09-08,42091.96444779801,233.1189076191055,42325.08335541712,43015.59845371488,42722.37659267578,59395.569533333335,293.22186103910644,-397.29323725865834,秋季,False
2025-09-09,36535.15314788128,8099.758430762578,44634.911578643856,45233.228939948254,38845.5665753653,53102.834266666665,6387.662364582953,5789.345003278555,秋季,False
2025-09-10,42857.07769321007,821.3127254546739,43678.39041866474,43915.90099340421,45273.78804877694,61315.99865,-1357.887055372732,-1595.397630112202,秋季,False
2025-09-11,42579.10612835,99.62553423515692,42678.73166258515,42910.373406631,40789.92372289109,53496.08578333333,2120.4496837399056,1888.8079396940593,秋季,False
2025-09-12,21125.98370493153,3.565503448044183e-13,21125.98370493153,22330.04928309939,21920.66761482993,11551.6562,409.3816682694596,-794.6839098984019,秋季,False
2025-09-13,18038.25657775012,7.970477611252135e-13,18038.25657775012,20330.816057206597,19254.94007637778,8007.101483333332,1075.875980828816,-1216.6834986276626,秋季,False
2025-09-14,45213.52809563525,374.7579725398031,45588.28606817505,46225.855443795095,43485.64192838496,60099.32475,2740.2135154101343,2102.6441397900926,秋季,False
2025-09-15,38512.25961703432,7.893606150000556,38520.15322318432,41029.87416167063,41616.6313220926,55067.03063333333,-586.7571604219702,-3096.478098908279,秋季,False
2025-09-16,45500.50478711523,1767.078202416481,47267.58298953171,45310.6262128083,43145.79305360343,59491.76998333333,2164.8331592048708,4121.789935928275,秋季,False
2025-09-17,43949.05863142752,34.70889375000088,43983.76752517752,43732.18466700045,42662.72033076628,59960.1184,1069.464336234174,1321.0471944112433,秋季,False
2025-09-18,39188.157397135394,8669.865120138991,47858.02251727438,51654.61075848489,43593.494235008206,58956.05111666666,8061.116523476681,4264.528282266176,秋季,False
2025-09-19,17486.337347085537,4046.950713290162,21533.2880603757,19616.482672609996,18732.61423708373,16101.352316666667,883.8684355262667,2800.6738232919706,秋季,False
2025-09-20,17105.797058330587,3844.3824514750986,20950.179509805686,19236.365441128943,18571.437538138394,15645.433733333331,664.9279029905483,2378.741971667292,秋季,False
2025-09-21,43598.33890281136,1.3008616406295913e-12,43598.33890281136,42997.04521819823,42245.691048209104,58287.48748333333,751.3541699891284,1352.6478546022554,秋季,False
2025-09-22,46498.85528541201,36.60771285000143,46535.46299826202,46332.24668153374,44677.3075729144,60614.01988333333,1654.9391086193427,1858.1554253476206,秋季,False
2025-09-23,45031.71437800086,298.50348161916645,45330.21785962003,44941.96251973331,44239.81200601747,62116.615583333325,702.1505137158383,1090.4058536025623,秋季,False
2025-09-24,39465.28392338393,18226.35541766998,57691.63934105392,56168.185750993696,43792.35752605809,61063.2251,12375.828224935605,13899.281814995826,秋季,False
2025-09-25,43932.58189106673,103.49743166666676,44036.0793227334,43132.20154819332,44707.16834751772,60335.4489,-1574.9667993244002,-671.0890247843199,秋季,False
2025-09-26,18275.97958328284,3.5376501728023866e-13,18275.97958328284,19898.76236901592,18780.078754751044,17694.243499999997,1118.6836142648754,-504.0991714682059,秋季,False
2025-09-27,17122.552520558893,8907.833031071512,26030.385551630403,21109.168248330083,19142.71561177744,17801.30225,1966.4526365526435,6887.669939852964,秋季,False
2025-09-28,44083.71872687075,1690.0628653968795,45773.78159226763,43064.17093139519,45998.28647308839,63487.62916666666,-2934.1155416932015,-224.50488082075753,秋季,False
2025-09-29,46532.22641939215,134.73625666666732,46666.96267605882,45664.46262392693,49132.75784146135,62759.89159999999,-3468.2952175344253,-2465.795165402531,秋季,False
2025-09-30,45726.90234809633,3506.234542879344,49233.13689097567,49417.076756016046,48291.9388534728,65422.17476666667,1125.137902543247,941.1980375028725,秋季,False
2025-10-01,41324.24293628176,3.808509063674137e-13,41324.24293628176,41884.94665248075,40756.104482566414,49661.52153333333,1128.8421699143364,568.1384537153426,秋季,False
2025-10-02,44500.70457942152,1.3487717609450557e-12,44500.70457942152,45778.20348978772,41770.618305657736,51730.78311666666,4007.585184129981,2730.086273763787,秋季,False
2025-10-03,15997.013004344675,3.5608405113407573e-13,15997.013004344675,18503.70744493021,17811.440045097846,7817.1537,692.2673998323626,-1814.4270407531712,秋季,False
2025-10-04,16343.079548112348,1.1897327567567117e-13,16343.079548112348,18741.88460269113,17357.82669255308,13095.982433333334,1384.05791013805,-1014.7471444407329,秋季,False
2025-10-05,43609.11434965298,4.490701144277409e-13,43609.11434965298,44148.64426436206,41361.63520873556,54735.96106666667,2787.0090556264986,2247.479140917414,秋季,False
2025-10-06,36757.21045901198,10248.091867942148,47005.30232695412,50462.89642571232,40172.44658326173,57733.10925,10290.449842450595,6832.855743692395,秋季,False
2025-10-07,38128.54699722372,5481.409981845512,43609.95697906923,40907.11383813647,40102.36609070636,57771.563,804.7477474301122,3507.5908883628726,秋季,False
2025-10-08,37588.48887784687,668.2418413171295,38256.730719164,38721.83593981144,39243.46817784397,56478.49566666666,-521.6322380325291,-986.7374586799706,秋季,False
2025-10-09,44072.077006362895,250.9325181125793,44323.00952447548,44180.56316147871,43973.48527692306,55759.98168333333,207.07788455565606,349.524247552421,秋季,False
2025-10-10,16887.228968821473,0.0,16887.228968821473,18398.69538632741,17862.837142007174,9343.610916666668,535.8582443202358,-975.6081731857012,秋季,False
2025-10-11,16074.756365803158,361.0329690057267,16435.789334808884,17661.5466619782,17011.120249715314,14106.313583333333,650.4264122628847,-575.3309149064298,秋季,False
2025-10-12,39685.918991064216,2868.437859860401,42554.35685092462,42350.0483755742,40429.39481551682,58514.95598333333,1920.6535600573843,2124.9620354077997,秋季,False
2025-10-13,40660.03858580904,1342.558731609004,42002.59731741804,43303.60465879179,40925.26322365922,57027.39529999999,2378.34143513257,1077.3340937588218,秋季,False
2025-10-14,42975.579349692496,2396.787272469625,45372.36662216213,46956.76920290482,44662.778384754725,60773.82928333333,2293.990818150094,709.5882374074063,秋季,False
2025-10-15,45191.34859362489,1.0108874848313577e-13,45191.34859362489,45622.58074391184,44102.28131139286,61920.02365,1520.2994325189866,1089.067282232034,秋季,False
2025-10-16,42744.16107521221,1.0848850706679514e-12,42744.16107521221,44948.11741545647,43649.3916124992,62966.47295,1298.7258029572695,-905.230537286996,秋季,False
2025-10-17,14771.851598594658,8047.510556497846,22819.3621550925,19190.871982353256,16761.510704529548,16004.199316666663,2429.3612778237075,6057.851450562954,秋季,False
2025-10-18,17758.65475251995,0.0,17758.65475251995,18006.91027392029,17381.230640787817,16076.593266666663,625.6796331324731,377.4241117321326,秋季,False
2025-10-19,43745.320403097765,128.05342590529273,43873.37382900306,44506.81804338921,43813.02249263255,63885.72253333332,693.7955507566585,60.35133637050603,秋季,False
2025-10-20,46527.69780801758,186.37769119250328,46714.075499210085,47499.03205345794,46017.63123352762,64440.782366666666,1481.4008199303134,696.4442656824613,秋季,False
2025-10-21,44685.26941807668,1.1598899618547877e-13,44685.26941807668,48401.20850321956,46351.7670163623,66462.58135,2049.441486857264,-1666.4975982856195,秋季,False
2025-10-22,43200.42191288444,7225.809905006012,50426.23181789045,44869.96190201983,45084.102266070215,65554.8967,-214.14036405038496,5342.129551820239,秋季,False
2025-10-23,49556.96618382512,2726.812770098429,52283.778953923545,51494.42013018636,48708.48559051942,63379.497033333326,2785.934539666938,3575.2933634041256,秋季,False
2025-10-24,17220.58986927317,521.9509347502786,17742.54080402345,18578.17651410016,17334.31114186799,18420.050716666665,1243.8653722321687,408.22966215545966,秋季,False
2025-10-25,18008.298550574873,306.48980182082664,18314.7883523957,17918.013403368277,17637.824092483337,19398.43273333333,280.1893108849399,676.9642599123617,秋季,False
2025-10-26,46203.222547626174,2273.693541874637,48476.91608950081,47599.94822011019,47219.89684301896,64544.31201666666,380.05137709122937,1257.0192464818465,秋季,False
2025-10-27,41986.96820928227,7649.907902316799,49636.87611159907,45690.68187432389,45920.99513560879,63552.581666666665,-230.31326128490036,3715.8809759902797,秋季,False
2025-10-28,42546.71750618649,15140.07183359302,57686.78933977951,50582.80297289364,46603.775330361575,65972.42169999999,3979.0276425320626,11083.014009417937,秋季,False
2025-10-29,47438.015486163495,1123.8552422781288,48561.87072844162,48544.94234785386,48134.628259346,69312.2568,410.314088507861,427.242469095625,秋季,False
2025-10-30,42193.89985095046,11462.37195941693,53656.27181036739,48428.87254789768,45575.59237386184,64787.81765,2853.280174035841,8080.679436505554,秋季,False
2025-10-31,18937.413925119603,1.4124879044175033e-13,18937.413925119603,18998.58661723603,18245.17940035028,23904.29206666666,753.4072168857492,692.2345247693229,秋季,False
2025-11-01,17948.357582718665,0.0,17948.357582718665,18332.660423662608,18099.591793112,22544.038433333328,233.06863055060967,-151.23421039333334,秋季,False
2025-11-02,47043.101017929934,825.6841684007163,47868.78518633065,49090.49540991643,48761.25460656519,68796.38393333333,329.2408033512402,-892.4694202345418,秋季,False
2025-11-03,49919.69463695529,3.787050673054182e-13,49919.69463695529,49873.62341090951,48656.98909448627,69504.93028333332,1216.6343164232385,1262.7055424690188,秋季,False
2025-11-04,46438.74329707354,99.14206493394452,46537.88536200748,46529.704960312345,47118.65338079534,67580.07203333333,-588.9484204829932,-580.7680187878577,秋季,False
2025-11-05,51859.31468215863,5.333689045983192e-13,51859.31468215863,51769.37890314615,50564.3969866304,69678.02006666666,1204.981916515746,1294.9176955282237,秋季,False
2025-11-06,48431.225200052286,4.480114057514584e-13,48431.225200052286,50302.8212760288,49917.530882250365,71369.58455,385.2903937784358,-1486.305682198079,秋季,False
2025-11-07,17962.38177935187,162.58897675669067,18124.97075610856,19428.078822655803,18663.84092989891,23318.46178333333,764.2378927568934,-538.8701737903502,秋季,False
2025-11-08,18309.684922831,7.708678140261327e-14,18309.684922831,18630.960158921625,18423.03036602851,23791.2071,207.92979289311552,-113.34544319751149,秋季,False
2025-11-09,49885.85618133376,9.783320820133669e-13,49885.85618133376,49938.22847495531,49631.96840895352,71346.81718333333,306.26006600178516,253.88777238023613,秋季,False
2025-11-10,49488.99238306272,2.725712988649321e-13,49488.99238306272,50615.20996703907,52058.96117444628,73858.4431,-1443.7512074072147,-2569.9687913835587,秋季,False
2025-11-11,51419.29450172732,4.2430592372966203e-13,51419.29450172732,52592.5285685103,50976.11193822563,71559.01966666666,1616.4166302846716,443.18256350169395,秋季,False
2025-11-12,48685.298803201695,8.711964483154589e-14,48685.298803201695,50031.8614027966,51099.01335525294,70955.98775,-1067.1519524563337,-2413.714552051242,秋季,False
2025-11-13,47477.16722498127,10200.958614773304,57678.125839754575,58231.43895887962,50492.58540059605,72395.87131666666,7738.853558283568,7185.540439158525,秋季,False
2025-11-14,18782.60089928765,4.2732040128612426e-13,18782.60089928765,18983.7554431487,18723.726217874344,27598.4553,260.0292252743566,58.87468141330464,秋季,False
2025-11-15,19660.903449494945,1.4027534689375898e-13,19660.903449494945,20010.702390665854,19490.78986241251,28211.886916666663,519.912528253346,170.11358708243642,秋季,False
2025-11-16,49242.11280834096,7007.779145936642,56249.8919542776,50600.10767243401,52507.73674577812,74434.54438333333,-1907.6290733441128,3742.1552084994764,秋季,False
2025-11-17,47875.86594014919,9521.99456649753,57397.86050664672,55601.87611287254,53065.7793050642,72695.75433333333,2536.096807808339,4332.081201582521,秋季,False
2025-11-18,50567.91855492405,1142.6693916215322,51710.58794654558,50628.90550998437,51526.64299891785,74890.55183333333,-897.7374889334824,183.94494762772956,秋季,False
2025-11-19,50158.81846600693,5911.209668576417,56070.02813458334,53596.31481861898,54166.73259696872,75368.31159999999,-570.4177783497435,1903.2955376146201,秋季,False
2025-11-20,50326.47668478769,1109.275907220392,51435.75259200808,54002.16017282903,52538.76686957705,74793.07603333332,1463.3933032519853,-1103.0142775689674,秋季,False
2025-11-21,18897.00498361532,3.1193064797818695e-13,18897.00498361532,19322.591913057044,19433.211434673296,28864.384066666666,-110.61952161625231,-536.2064510579767,秋季,False
2025-11-22,20233.77936670556,149.41889552954046,20383.1982622351,20438.478544248173,20343.170800486416,30219.82948333333,95.30774376175759,40.02746174868298,秋季,False
2025-11-23,50698.11121799181,865.031317918379,51563.14253591019,53415.619926267376,53062.01087569155,75232.09628333333,353.6090505758257,-1498.8683397813584,秋季,False
2025-11-24,50262.82726490023,262.41167380625,50525.23893870648,50820.709768043926,51525.93489553999,74161.9437,-705.2251274960654,-1000.6959568335078,秋季,False
2025-11-25,58432.427973563295,5.705338423922513e-13,58432.427973563295,57878.422921851205,55403.65607128026,76168.66046666667,2474.7668505709444,3028.771902283035,秋季,False
2025-11-26,54003.77561093905,14.702405927778194,54018.47801686682,54095.68776405501,54900.63269144729,76757.66688333332,-804.9449273922801,-882.1546745804662,秋季,False
2025-11-27,52253.56173319272,4.978915058018174e-13,52253.56173319272,52343.068797801054,53649.27791954076,75780.89273333333,-1306.2091217397028,-1395.716186348036,秋季,False
2025-11-28,19099.98234838332,195.0022948881334,19294.98464327145,20110.960377412623,19642.27435626241,30921.23855,468.6860211502135,-347.2897129909579,秋季,False
2025-11-29,23864.79457965067,2.727393867108586,23867.521973517774,23966.38101299285,22608.171261873034,34929.4501,1358.2097511198153,1259.35071164474,秋季,False
2025-11-30,54178.79715794328,92.56617907780068,54271.36333702108,56652.148126832086,56310.037697183376,80244.82811666666,342.1104296487101,-2038.6743601622948,秋季,False
2025-12-01,57348.02230383073,14531.655349167497,71879.67765299823,73024.71630634894,70226.22550917865,86298.92773333333,2798.4907971702924,1653.4521438195807,冬季,False
2025-12-02,60755.41050747325,7632.488731812577,68387.89923928582,70469.115277291,66394.32279363414,88637.80995,4074.7924836568563,1993.5764456516772,冬季,True
2025-12-03,55655.04891242745,29523.12081424612,85178.16972667357,84914.63417898671,63090.68024881829,87162.74856666666,21823.953930168427,22087.489477855284,冬季,False
2025-12-04,62593.19679909413,4.7984727302718975e-14,62593.19679909413,67755.55723650046,62916.005736378975,86771.20874999999,4839.551500121488,-322.80893728484807,冬季,False
2025-12-05,21141.95388153386,24573.22437812625,45715.17825966011,46451.81108485564,32462.02671776987,41311.627683333325,13989.78436708577,13253.151541890242,冬季,False
2025-12-06,24033.75069285329,10260.751960307663,34294.502653160955,36191.12635088012,29727.926661929658,43664.63081666666,6463.199688950463,4566.575991231297,冬季,False
2025-12-07,65343.110649825525,7.688356618018589e-13,65343.110649825525,64771.02539579429,63112.40087689841,87652.68125,1658.6245188958783,2230.7097729271118,冬季,True
2025-12-08,64899.69660135053,3.6610003917303403e-13,64899.69660135053,64453.57899482066,63774.09304602435,87847.21111666667,679.4859487963113,1125.6035553261827,冬季,True
2025-12-09,63855.69109917609,4.2173553538304986e-13,63855.69109917609,63632.89514878908,62476.78032247895,87388.45426666667,1156.1148263101277,1378.9107766971356,冬季,True
2025-12-10,61380.40167216541,3.944933268940076e-13,61380.40167216541,62522.83511545615,63030.6495863696,88387.61846666665,-507.8144709134431,-1650.2479142041848,冬季,True
2025-12-11,62952.79238481952,1.923673664805392e-12,62952.79238481952,62967.75898706223,61494.70897153508,85961.25469999999,1473.0500155271511,1458.0834132844393,冬季,False
2025-12-12,24498.32582081023,2755.5890004360704,27253.9148212463,35344.341096397235,27368.28851962797,43714.41348333333,7976.052576769263,-114.37369838167069,冬季,False
2025-12-13,26559.24821790801,2.669802157129197e-13,26559.24821790801,26040.79343626286,26226.64799770193,43798.53338333333,-185.8545614390714,332.60022020608085,冬季,False
2025-12-14,59209.04938294744,15269.6447297976,74478.69411274504,68369.16464737579,63700.5776209078,88778.7218,4668.587026467983,10778.116491837238,冬季,True
2025-12-15,60158.27297963372,4070.085721193968,64228.35870082769,70814.0888473526,63873.76119488892,89469.55796666665,6940.327652463682,354.59750593877106,冬季,True
2025-12-16,63868.422345040206,7.028546633591759e-13,63868.422345040206,63454.13551309885,62729.33491676157,89418.09133333333,724.8005963372852,1139.087428278639,冬季,True
2025-12-17,63921.1169989702,9.269918166410203e-13,63921.1169989702,63746.04021700301,62326.49853710299,88191.84706666667,1419.5416799000159,1594.6184618672123,冬季,True
2025-12-18,61008.03927167698,65.39233910902804,61073.43161078601,60985.41975962013,61770.10398808643,87366.26696666666,-784.6842284662998,-696.6723773004196,冬季,True
2025-12-19,25965.547023000043,3.152962335661869e-13,25965.547023000043,27128.149650686515,26391.733969353216,42908.3913,736.4156813332993,-426.18694635317297,冬季,False
2025-12-20,27544.07874664825,6.886562431418498e-13,27544.07874664825,26387.43092051201,25819.642070594364,42856.35225,567.7888499176479,1724.436676053887,冬季,False
2025-12-21,62586.85101199514,1.338769095582393e-13,62586.85101199514,62512.125238022345,63352.284932720526,89037.78186666666,-840.1596946981808,-765.433920725387,冬季,True
2025-12-22,61653.83196862256,430.4291781229216,62084.26114674548,61565.96441886099,62002.65347140169,88937.42708333333,-436.6890525406998,81.60767534378829,冬季,True
2025-12-23,63044.1850643982,110.39647285094644,63154.58153724914,62940.32417719564,61869.70490709708,87258.09253333331,1070.6192700985557,1284.876630152059,冬季,True
2025-12-24,62680.055245004754,138.68810237499943,62818.74334737976,62569.5130653868,62157.557028742034,87854.55931666667,411.9560366447622,661.1863186377232,冬季,True
2025-12-25,58062.2317961618,9651.581640913597,67713.81343707538,63991.10846187039,62147.58947670087,87812.44853333334,1843.5189851695177,5566.223960374511,冬季,True
2025-12-26,26033.52160478694,0.0,26033.52160478694,26874.22140609254,25799.0139864294,43007.62243333333,1075.2074196631402,234.5076183575402,冬季,False
2025-12-27,26451.1243286472,3.5790925778655954e-13,26451.1243286472,25630.7251436482,26030.999691250698,43338.80906666666,-400.2745476024975,420.1246373965041,冬季,False
2025-12-28,59983.16678947062,597.9733405359409,60581.14013000656,61594.5448576494,61384.70641128882,86809.25475000001,209.83844636058348,-803.5662812822557,冬季,False
2025-12-29,58505.70816380269,2098.4102600483134,60604.118423851,60174.63747755041,62297.87628717018,87523.76626666667,-2123.2388096197683,-1693.7578633191733,冬季,True
2025-12-30,59761.06081066145,1839.2783123377965,61600.33912299925,62094.26850318286,61140.3772388408,86224.4026,953.8912643420554,459.9618841584452,冬季,False
2025-12-31,63104.50911839395,840.0394529778156,63944.54857137176,60048.49001298375,64497.208990667605,88646.42293333334,-4448.718977683857,-552.6604192958475,冬季,True
